IndivGroup,soundfile,S1_dur,Tcall_dur,RecSite,Lat,Long,LocCode,Region
BON04,0610805a,0.112165271,0.160521232,B13,12.295511,-68.391593,BON,isl
BON04,0610806a,0.108306916,0.166747605,B13,12.295511,-68.391593,BON,isl
BON05,0704340a,0.147031782,0.35804794,B27,12.184233,-68.284678,BON,isl
BON05,0704403a,0.101850562,0.101539782,B27,12.184233,-68.284678,BON,isl
BON05,0704405a,0.094754629,0.246752815,B27,12.184233,-68.284678,BON,isl
BON05,0704411a,0.104491552,0.25827356,B27,12.184233,-68.284678,BON,isl
BON05,0704419a,0.11254628,0.289615889,B27,12.184233,-68.284678,BON,isl
BON05,0704422a,0.109006223,0.258391037,B27,12.184233,-68.284678,BON,isl
BON05,0704427a,0.104530248,0.266501227,B27,12.184233,-68.284678,BON,isl
BON05,0704433a,0.10892856,0.244314232,B27,12.184233,-68.284678,BON,isl
BON05,0704437a,0.109319746,0.242543265,B27,12.184233,-68.284678,BON,isl
BON05,0704441a,0.10444344,0.257744052,B27,12.184233,-68.284678,BON,isl
BON05,0704448a,0.080208555,0.082395402,B27,12.184233,-68.284678,BON,isl
BON05,0704449a,0.083170554,0.08366112,B27,12.184233,-68.284678,BON,isl
BON06,0705233a,0.08978352,0.255525034,B27,12.184233,-68.284678,BON,isl
BON06,0705238a,0.094546366,0.095032926,B27,12.184233,-68.284678,BON,isl
BON06,0705244a,0.09229388,0.092840696,B27,12.184233,-68.284678,BON,isl
BON06,0705300a,0.092991607,0.094985566,B27,12.184233,-68.284678,BON,isl
BON06,0705315a,0.103071132,0.104015276,B27,12.184233,-68.284678,BON,isl
BON06,0705321a,0.100128601,0.101933802,B27,12.184233,-68.284678,BON,isl
BON06,0705349a,0.083982532,0.085514433,B27,12.184233,-68.284678,BON,isl
BON06,0705413a,0.084512398,0.087168561,B27,12.184233,-68.284678,BON,isl
BON06,0705417a,0.091901583,0.270379235,B27,12.184233,-68.284678,BON,isl
BON07,0710451a,0.10982333,0.287988253,B27,12.184233,-68.284678,BON,isl
BON07,0710454a,0.111079929,0.269609207,B27,12.184233,-68.284678,BON,isl
BON07,0710457a,0.103392886,0.265039356,B27,12.184233,-68.284678,BON,isl
BON07,0710502a,0.104392011,0.270436944,B27,12.184233,-68.284678,BON,isl
BON07,0710504a,0.096367942,0.238997597,B27,12.184233,-68.284678,BON,isl
BON07,0710512a,0.109975356,0.292661856,B27,12.184233,-68.284678,BON,isl
BON07,0710513a,0.108391329,0.282446991,B27,12.184233,-68.284678,BON,isl
BON07,0710515a,0.112158727,0.276959419,B27,12.184233,-68.284678,BON,isl
BON07,0710518a,0.114971242,0.277208793,B27,12.184233,-68.284678,BON,isl
BON07,0710520a,0.123356284,0.29946898,B27,12.184233,-68.284678,BON,isl
BON07,0710522a,0.094292039,0.278264629,B27,12.184233,-68.284678,BON,isl
BON07,0710524a,0.102146136,0.292353047,B27,12.184233,-68.284678,BON,isl
BON07,0710526a,0.108173654,0.28783374,B27,12.184233,-68.284678,BON,isl
BON07,0710529a,0.112011374,0.276369942,B27,12.184233,-68.284678,BON,isl
BON07,0710530a,0.104065264,0.292841834,B27,12.184233,-68.284678,BON,isl
BON07,0710533a,0.105951562,0.263605633,B27,12.184233,-68.284678,BON,isl
BON07,0710536a,0.093290244,0.090768194,B27,12.184233,-68.284678,BON,isl
BON07,0710537a,0.111685398,0.270544708,B27,12.184233,-68.284678,BON,isl
BON08,0800615a,0.101064444,0.296771264,B5,12.126198,-68.239443,BON,isl
BON08,0800616a,0.092171034,0.238832721,B5,12.126198,-68.239443,BON,isl
BON08,0800620a,0.10017988,0.295259169,B5,12.126198,-68.239443,BON,isl
BON08,0800623a,0.107757413,0.299749571,B5,12.126198,-68.239443,BON,isl
BON08,0800627a,0.082473848,0.149944629,B5,12.126198,-68.239443,BON,isl
BON08,0800634a,0.073494572,0.390167115,B5,12.126198,-68.239443,BON,isl
BON08,0800637a,0.081862422,0.401554467,B5,12.126198,-68.239443,BON,isl
BON08,0800639a,0.09364012,0.278125888,B5,12.126198,-68.239443,BON,isl
BON08,0800641a,0.103011499,0.304362811,B5,12.126198,-68.239443,BON,isl
BON08,0800644a,0.092610859,0.286230241,B5,12.126198,-68.239443,BON,isl
BON08,0800647a,0.094339364,0.283422235,B5,12.126198,-68.239443,BON,isl
BON08,0800653a,0.116325695,0.322753753,B5,12.126198,-68.239443,BON,isl
BON08,0800659a,0.095344433,0.308126291,B5,12.126198,-68.239443,BON,isl
BON08,0800704a,0.084912847,0.257062015,B5,12.126198,-68.239443,BON,isl
BON08,0800709a,0.096066383,0.304227307,B5,12.126198,-68.239443,BON,isl
BON08,0800715a,0.10482004,0.307508337,B5,12.126198,-68.239443,BON,isl
BON08,0800719a,0.09582831,0.286440362,B5,12.126198,-68.239443,BON,isl
BON08,0800723a,0.090914999,0.357714597,B5,12.126198,-68.239443,BON,isl
BON08,0800729a,0.088034231,0.284074298,B5,12.126198,-68.239443,BON,isl
BON08,0800731a,0.091161195,0.435817857,B5,12.126198,-68.239443,BON,isl
BON08,0800735a,0.087565723,0.41344118,B5,12.126198,-68.239443,BON,isl
BON08,0800738a,0.106614132,0.314747711,B5,12.126198,-68.239443,BON,isl
BON08,0800740a,0.100108823,0.375588396,B5,12.126198,-68.239443,BON,isl
BON08,0800743a,0.089190844,0.270084074,B5,12.126198,-68.239443,BON,isl
BON08,0800746a,0.100279045,0.502242928,B5,12.126198,-68.239443,BON,isl
BON08,0800750a,0.110505756,0.325703757,B5,12.126198,-68.239443,BON,isl
BON08,0800758a,0.090888504,0.497527322,B5,12.126198,-68.239443,BON,isl
BON09,0801001a,0.105348288,0.366566627,B5,12.126198,-68.239443,BON,isl
BON09,0801048a,0.115577517,0.357969904,B5,12.126198,-68.239443,BON,isl
BON09,0801051a,0.110415097,0.373341518,B5,12.126198,-68.239443,BON,isl
BON09,0801101a,0.107966266,0.521541222,B5,12.126198,-68.239443,BON,isl
BON09,0801108a,0.115243891,0.114853113,B5,12.126198,-68.239443,BON,isl
BON09,0801118a,0.155018206,0.532716972,B5,12.126198,-68.239443,BON,isl
BON09,0801408a,0.115810016,0.384729946,B5,12.126198,-68.239443,BON,isl
BON09,0801417a,0.119877169,0.421395724,B5,12.126198,-68.239443,BON,isl
BON09,0801428a,0.134661073,0.436051462,B5,12.126198,-68.239443,BON,isl
BON09,0801450a,0.11498183,0.343289323,B5,12.126198,-68.239443,BON,isl
BON09,0801453a,0.09912924,0.467514779,B5,12.126198,-68.239443,BON,isl
BON09,0801454a,0.116004975,0.386961045,B5,12.126198,-68.239443,BON,isl
BON09,0801455a,0.171462788,0.732907341,B5,12.126198,-68.239443,BON,isl
BON09,0801459a,0.131727981,0.413139442,B5,12.126198,-68.239443,BON,isl
BON09,0801501a,0.146793286,0.419017277,B5,12.126198,-68.239443,BON,isl
BON09,0801505a,0.123851783,0.384869976,B5,12.126198,-68.239443,BON,isl
BON09,0801508a,0.153826038,0.156218176,B5,12.126198,-68.239443,BON,isl
BON09,0801516a,0.165508049,0.443250062,B5,12.126198,-68.239443,BON,isl
BON09,0801524a,0.117083962,0.554302496,B5,12.126198,-68.239443,BON,isl
BON09,0801532a,0.154437429,0.15428082,B5,12.126198,-68.239443,BON,isl
BON09,0801535a,0.153363637,0.472442505,B5,12.126198,-68.239443,BON,isl
BON09,0801631a,0.122335322,0.434870186,B5,12.126198,-68.239443,BON,isl
BON09,0801700a,0.115564873,0.192928317,B5,12.126198,-68.239443,BON,isl
BON09,0801706a,0.132384774,0.135803685,B5,12.126198,-68.239443,BON,isl
BON09,0801716a,0.120256575,0.39251782,B5,12.126198,-68.239443,BON,isl
BON09,0801724a,0.114126203,0.396218917,B5,12.126198,-68.239443,BON,isl
BON09,0801731a,0.095262567,0.33701517,B5,12.126198,-68.239443,BON,isl
BON10,0802458a,0.094117109,0.183420906,B5,12.126198,-68.239443,BON,isl
BON10,0802502a,0.124606553,0.126569187,B5,12.126198,-68.239443,BON,isl
BON10,0802507a,0.107880633,0.326528782,B5,12.126198,-68.239443,BON,isl
BON10,0802511a,0.102470036,0.169587043,B5,12.126198,-68.239443,BON,isl
BON10,0802516a,0.086537453,0.139646619,B5,12.126198,-68.239443,BON,isl
BON10,0802517a,0.079205217,0.148913516,B5,12.126198,-68.239443,BON,isl
BON10,0802518a,0.081134106,0.152283131,B5,12.126198,-68.239443,BON,isl
BON10,0802519a,0.086242327,0.151181906,B5,12.126198,-68.239443,BON,isl
BON10,0802520a,0.076552975,0.148292312,B5,12.126198,-68.239443,BON,isl
BON11,0803719a,0.110027334,0.322992802,B5,12.126198,-68.239443,BON,isl
BON11,0803721a,0.12221912,0.369593636,B5,12.126198,-68.239443,BON,isl
BON11,0803724a,0.088882212,0.423359904,B5,12.126198,-68.239443,BON,isl
BON11,0803726a,0.095315666,0.187395466,B5,12.126198,-68.239443,BON,isl
BON11,0803728a,0.097699998,0.500571476,B5,12.126198,-68.239443,BON,isl
BON11,0803729a,0.113295165,0.382633291,B5,12.126198,-68.239443,BON,isl
BON11,0803730a,0.130808222,0.385557371,B5,12.126198,-68.239443,BON,isl
BON11,0803732a,0.121098973,0.379675168,B5,12.126198,-68.239443,BON,isl
BON11,0803733a,0.127123913,0.381245925,B5,12.126198,-68.239443,BON,isl
BON11,0803735a,0.119916134,0.400960503,B5,12.126198,-68.239443,BON,isl
BON11,0803736a,0.123486857,0.395772608,B5,12.126198,-68.239443,BON,isl
BON11,0803737a,0.113694676,0.376977868,B5,12.126198,-68.239443,BON,isl
BON11,0803740a,0.129093997,0.385861539,B5,12.126198,-68.239443,BON,isl
BON11,0803741a,0.12045417,0.408791305,B5,12.126198,-68.239443,BON,isl
BON11,0803742a,0.125192821,0.377304652,B5,12.126198,-68.239443,BON,isl
BON11,0803743a,0.116390019,0.376938197,B5,12.126198,-68.239443,BON,isl
BON11,0803745a,0.129407559,0.399024435,B5,12.126198,-68.239443,BON,isl
BON11,0803746a,0.112925401,0.374196007,B5,12.126198,-68.239443,BON,isl
BON11,0803748a,0.097395604,0.503501125,B5,12.126198,-68.239443,BON,isl
BON11,0803749a,0.117742531,0.437378632,B5,12.126198,-68.239443,BON,isl
BON11,0803750a,0.121700369,0.122324484,B5,12.126198,-68.239443,BON,isl
BON11,0803751a,0.090947325,0.1644164,B5,12.126198,-68.239443,BON,isl
BON11,0803752a,0.088162309,0.163249624,B5,12.126198,-68.239443,BON,isl
BON11,0803809a,0.103016725,0.331654815,B5,12.126198,-68.239443,BON,isl
BON11,0803813a,0.106832809,0.106143536,B5,12.126198,-68.239443,BON,isl
BON11,0803817a,0.096395819,0.19534583,B5,12.126198,-68.239443,BON,isl
BON11,0803819a,0.09505171,0.180035314,B5,12.126198,-68.239443,BON,isl
BON11,0803822a,0.090269857,0.170648943,B5,12.126198,-68.239443,BON,isl
BON11,0803828a,0.109140855,0.367820253,B5,12.126198,-68.239443,BON,isl
BON11,0803833a,0.082477948,0.160764537,B5,12.126198,-68.239443,BON,isl
BON12,0904259a,0.14039954,0.383020181,B27,12.184233,-68.284678,BON,isl
BON12,0904317a,0.130453162,0.316309741,B27,12.184233,-68.284678,BON,isl
BON12,0904326a,0.127144295,0.303040159,B27,12.184233,-68.284678,BON,isl
BON12,0904327a,0.146689254,0.310426472,B27,12.184233,-68.284678,BON,isl
BON12,0904343a,0.148237596,0.392078616,B27,12.184233,-68.284678,BON,isl
BON12,0904355a,0.14332193,0.381931247,B27,12.184233,-68.284678,BON,isl
BON12,0904427a,0.135673218,0.334869891,B27,12.184233,-68.284678,BON,isl
BON12,0904428a,0.084893523,0.205144938,B27,12.184233,-68.284678,BON,isl
BON12,0904449a,0.118882423,0.332582884,B27,12.184233,-68.284678,BON,isl
BON12,0904450a,0.138579186,0.404116272,B27,12.184233,-68.284678,BON,isl
BON13,0910526a,0.104573766,0.261532352,B4,12.199414,-68.268073,BON,isl
BON13,0910529a,0.172342371,0.381690488,B4,12.199414,-68.268073,BON,isl
BON13,0910541a,0.097312647,0.261631792,B4,12.199414,-68.268073,BON,isl
BON13,0910542a,0.078906311,0.21362806,B4,12.199414,-68.268073,BON,isl
BON13,0910544a,0.145190479,0.356760423,B4,12.199414,-68.268073,BON,isl
BON13,0910546a,0.097475664,0.267040537,B4,12.199414,-68.268073,BON,isl
BON13,0910548a,0.111564334,0.262995635,B4,12.199414,-68.268073,BON,isl
BON13,0910551a,0.101215876,0.247905707,B4,12.199414,-68.268073,BON,isl
BON13,0910553a,0.095697689,0.250078775,B4,12.199414,-68.268073,BON,isl
BON13,0910558a,0.104230393,0.265745245,B4,12.199414,-68.268073,BON,isl
BON13,0910601a,0.09786226,0.275431757,B4,12.199414,-68.268073,BON,isl
BON13,0910604a,0.10828169,0.284987541,B4,12.199414,-68.268073,BON,isl
BON13,0910607a,0.10445351,0.276159446,B4,12.199414,-68.268073,BON,isl
BON13,0910621a,0.109873961,0.318314109,B4,12.199414,-68.268073,BON,isl
BON13,0910632a,0.15892756,0.158862537,B4,12.199414,-68.268073,BON,isl
BON13,0910645a,0.094571827,0.094115002,B4,12.199414,-68.268073,BON,isl
BON13,0910653a,0.10899397,0.327078733,B4,12.199414,-68.268073,BON,isl
BON13,0910659a,0.094424683,0.240695483,B4,12.199414,-68.268073,BON,isl
BON13,0910711a,0.108835465,0.498289072,B4,12.199414,-68.268073,BON,isl
BON13,0910712a,0.138886399,0.13869253,B4,12.199414,-68.268073,BON,isl
BON13,0910720a,0.147886347,0.146962621,B4,12.199414,-68.268073,BON,isl
BON13,0910724a,0.145772893,0.146374405,B4,12.199414,-68.268073,BON,isl
BON13,0910732a,0.107613647,0.310566937,B4,12.199414,-68.268073,BON,isl
BON13,0910734a,0.122218097,0.360951927,B4,12.199414,-68.268073,BON,isl
BON13,0910739a,0.120035255,0.326317637,B4,12.199414,-68.268073,BON,isl
BON13,0910757a,0.105095389,0.273684089,B4,12.199414,-68.268073,BON,isl
BON13,0910759a,0.105068161,0.254364668,B4,12.199414,-68.268073,BON,isl
BON14,0911551a,0.085654256,0.429884627,B4,12.199414,-68.268073,BON,isl
BON14,0911552a,0.152522226,0.394778506,B4,12.199414,-68.268073,BON,isl
BON14,0911607a,0.071388459,0.265648954,B4,12.199414,-68.268073,BON,isl
BON14,0911617a,0.154367177,0.421314919,B4,12.199414,-68.268073,BON,isl
BON14,0911622a,0.058145179,0.294499092,B4,12.199414,-68.268073,BON,isl
BON14,0911627a,0.0909687,0.24671164,B4,12.199414,-68.268073,BON,isl
BON14,0911642a,0.102128082,0.470486581,B4,12.199414,-68.268073,BON,isl
BON14,0911645a,0.09369403,0.284085381,B4,12.199414,-68.268073,BON,isl
BON14,0911650a,0.069783469,0.301258513,B4,12.199414,-68.268073,BON,isl
BON14,0911738a,0.151175516,0.414710563,B4,12.199414,-68.268073,BON,isl
BON14,0912041a,0.103874031,0.102909086,B4,12.199414,-68.268073,BON,isl
BON14,0912112a,0.069183296,0.283914845,B4,12.199414,-68.268073,BON,isl
BON14,0912116a,0.130312076,0.133336174,B4,12.199414,-68.268073,BON,isl
BON14,0912203a,0.146326913,0.362375212,B4,12.199414,-68.268073,BON,isl
BON14,0912210a,0.129585692,0.925822564,B4,12.199414,-68.268073,BON,isl
BON14,0912214a,0.094976769,0.095763743,B4,12.199414,-68.268073,BON,isl
BON14,0912218a,0.065902895,0.306661185,B4,12.199414,-68.268073,BON,isl
BON14,0912227a,0.086443476,0.272060002,B4,12.199414,-68.268073,BON,isl
BON14,0912229a,0.116245569,0.300158893,B4,12.199414,-68.268073,BON,isl
BON14,0912230a,0.144020559,0.406084761,B4,12.199414,-68.268073,BON,isl
CUR01,0300957a,0.13315161,0.209435028,C6,12.168191,-68.997909,CUR,isl
CUR01,0301002a,0.122171197,0.205402992,C6,12.168191,-68.997909,CUR,isl
CUR01,0301009a,0.119996454,0.199924563,C6,12.168191,-68.997909,CUR,isl
CUR01,0301044a,0.100731751,0.168490473,C6,12.168191,-68.997909,CUR,isl
CUR01,0301047a,0.191085103,0.190232738,C6,12.168191,-68.997909,CUR,isl
CUR01,0301050a,0.126580929,0.185790679,C6,12.168191,-68.997909,CUR,isl
CUR01,0301051a,0.159335905,0.1641059,C6,12.168191,-68.997909,CUR,isl
CUR01,0301056a,0.188764177,0.190370322,C6,12.168191,-68.997909,CUR,isl
CUR01,0301100a,0.176056156,0.175974999,C6,12.168191,-68.997909,CUR,isl
CUR01,0301102a,0.116657156,0.192646776,C6,12.168191,-68.997909,CUR,isl
CUR01,0301105a,0.12816936,0.203704343,C6,12.168191,-68.997909,CUR,isl
CUR01,0301107a,0.126086306,0.203254598,C6,12.168191,-68.997909,CUR,isl
CUR01,0301110a,0.101507786,0.414955447,C6,12.168191,-68.997909,CUR,isl
CUR01,0301115a,0.10759309,0.526553796,C6,12.168191,-68.997909,CUR,isl
CUR01,0301123a,0.196051998,0.195698533,C6,12.168191,-68.997909,CUR,isl
CUR01,0301125a,0.180602486,0.186182306,C6,12.168191,-68.997909,CUR,isl
CUR01,0301126a,0.121967208,0.198682307,C6,12.168191,-68.997909,CUR,isl
CUR01,0301129a,0.120974964,0.200444783,C6,12.168191,-68.997909,CUR,isl
CUR01,0301206a,0.110959146,0.183619722,C6,12.168191,-68.997909,CUR,isl
CUR01,0301207a,0.122220594,0.191667667,C6,12.168191,-68.997909,CUR,isl
CUR01,0301214a,0.190626632,0.197923334,C6,12.168191,-68.997909,CUR,isl
CUR01,0301242a,0.116214914,0.181896287,C6,12.168191,-68.997909,CUR,isl
CUR01,0301245a,0.122729091,0.197871886,C6,12.168191,-68.997909,CUR,isl
CUR01,0301248a,0.116294245,0.197549654,C6,12.168191,-68.997909,CUR,isl
CUR01,0301253a,0.115198724,0.187705703,C6,12.168191,-68.997909,CUR,isl
CUR01,0301258a,0.120208194,0.49004766,C6,12.168191,-68.997909,CUR,isl
CUR01,0301318a,0.12604149,0.204950351,C6,12.168191,-68.997909,CUR,isl
CUR01,0301319a,0.132773314,0.209962631,C6,12.168191,-68.997909,CUR,isl
